# Renewables.ninja Wind power (Point API) - 64.261, 26.188 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Helsinki, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Helsinki"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""64.26078"""," ""lon"": ""26.18841"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_onshore,electricity_offshore,,,,,,,,,,
7/29/2019 8:00,7/29/2019 11:00,0.374,0.3079,,,,,,,,,,
7/29/2019 9:00,7/29/2019 12:00,0.387,0.3216,,,,,,,,,,
7/29/2019 10:00,7/29/2019 13:00,0.404,0.358,,,,,,,,,,
7/29/2019 11:00,7/29/2019 14:00,0.422,0.4115,,,,,,,,,,
7/29/2019 12:00,7/29/2019 15:00,0.435,0.4836,,,,,,,,,,
7/29/2019 13:00,7/29/2019 16:00,0.433,0.5449,,,,,,,,,,
7/29/2019 14:00,7/29/2019 17:00,0.432,0.6025,,,,,,,,,,
7/29/2019 15:00,7/29/2019 18:00,0.413,0.6319,,,,,,,,,,
7/29/2019 16:00,7/29/2019 19:00,0.357,0.6343,,,,,,,,,,
7/29/2019 17:00,7/29/2019 20:00,0.355,0.6417,,,,,,,,,,
7/29/2019 18:00,7/29/2019 21:00,0.388,0.6335,,,,,,,,,,
7/29/2019 19:00,7/29/2019 22:00,0.356,0.6242,,,,,,,,,,
7/29/2019 20:00,7/29/2019 23:00,0.279,0.6051,,,,,,,,,,
7/29/2019 21:00,7/30/2019 0:00,0.241,0.6099,,,,,,,,,,
7/29/2019 22:00,7/30/2019 1:00,0.22,0.6283,,,,,,,,,,
7/29/2019 23:00,7/30/2019 2:00,0.203,0.6319,,,,,,,,,,
7/30/2019 0:00,7/30/2019 3:00,0.179,0.6379,,,,,,,,,,
7/30/2019 1:00,7/30/2019 4:00,0.223,0.6319,,,,,,,,,,
7/30/2019 2:00,7/30/2019 5:00,0.259,0.6321,,,,,,,,,,
7/30/2019 3:00,7/30/2019 6:00,0.276,0.6504,,,,,,,,,,
7/30/2019 4:00,7/30/2019 7:00,0.364,0.667,,,,,,,,,,
7/30/2019 5:00,7/30/2019 8:00,0.447,0.6773,,,,,,,,,,
7/30/2019 6:00,7/30/2019 9:00,0.509,0.6874,,,,,,,,,,
7/30/2019 7:00,7/30/2019 10:00,0.565,0.6972,,,,,,,,,,
7/30/2019 8:00,7/30/2019 11:00,0.598,0.6989,,,,,,,,,,
7/30/2019 9:00,7/30/2019 12:00,0.591,0.7075,,,,,,,,,,
7/30/2019 10:00,7/30/2019 13:00,0.602,0.7246,,,,,,,,,,
7/30/2019 11:00,7/30/2019 14:00,0.588,0.7402,,,,,,,,,,
7/30/2019 12:00,7/30/2019 15:00,0.532,0.7492,,,,,,,,,,
7/30/2019 13:00,7/30/2019 16:00,0.495,0.7545,,,,,,,,,,
7/30/2019 14:00,7/30/2019 17:00,0.488,0.757,,,,,,,,,,
7/30/2019 15:00,7/30/2019 18:00,0.491,0.7516,,,,,,,,,,
7/30/2019 16:00,7/30/2019 19:00,0.51,0.7535,,,,,,,,,,
7/30/2019 17:00,7/30/2019 20:00,0.517,0.7384,,,,,,,,,,
7/30/2019 18:00,7/30/2019 21:00,0.518,0.7116,,,,,,,,,,
7/30/2019 19:00,7/30/2019 22:00,0.532,0.6867,,,,,,,,,,
7/30/2019 20:00,7/30/2019 23:00,0.526,0.6673,,,,,,,,,,
7/30/2019 21:00,7/31/2019 0:00,0.494,0.6515,,,,,,,,,,
7/30/2019 22:00,7/31/2019 1:00,0.457,0.6485,,,,,,,,,,
7/30/2019 23:00,7/31/2019 2:00,0.441,0.6351,,,,,,,,,,
7/31/2019 0:00,7/31/2019 3:00,0.425,0.634,,,,,,,,,,
7/31/2019 1:00,7/31/2019 4:00,0.398,0.6302,,,,,,,,,,
7/31/2019 2:00,7/31/2019 5:00,0.358,0.6225,,,,,,,,,,
7/31/2019 3:00,7/31/2019 6:00,0.4,0.6286,,,,,,,,,,
7/31/2019 4:00,7/31/2019 7:00,0.419,0.6394,,,,,,,,,,
7/31/2019 5:00,7/31/2019 8:00,0.403,0.6203,,,,,,,,,,
7/31/2019 6:00,7/31/2019 9:00,0.381,0.6036,,,,,,,,,,
7/31/2019 7:00,7/31/2019 10:00,0.375,0.5875,,,,,,,,,,
7/31/2019 8:00,7/31/2019 11:00,0.369,0.5619,,,,,,,,,,
7/31/2019 9:00,7/31/2019 12:00,0.355,0.5284,,,,,,,,,,
7/31/2019 10:00,7/31/2019 13:00,0.328,0.4833,,,,,,,,,,
7/31/2019 11:00,7/31/2019 14:00,0.302,0.4468,,,,,,,,,,
7/31/2019 12:00,7/31/2019 15:00,0.28,0.4161,,,,,,,,,,
7/31/2019 13:00,7/31/2019 16:00,0.259,0.3984,,,,,,,,,,
7/31/2019 14:00,7/31/2019 17:00,0.239,0.3962,,,,,,,,,,
7/31/2019 15:00,7/31/2019 18:00,0.208,0.3855,,,,,,,,,,
7/31/2019 16:00,7/31/2019 19:00,0.182,0.363,,,,,,,,,,
7/31/2019 17:00,7/31/2019 20:00,0.187,0.351,,,,,,,,,,
7/31/2019 18:00,7/31/2019 21:00,0.201,0.3537,,,,,,,,,,
7/31/2019 19:00,7/31/2019 22:00,0.198,0.3136,,,,,,,,,,
7/31/2019 20:00,7/31/2019 23:00,0.175,0.2645,,,,,,,,,,
7/31/2019 21:00,8/1/2019 0:00,0.17,0.2275,,,,,,,,,,
7/31/2019 22:00,8/1/2019 1:00,0.158,0.2045,,,,,,,,,,
7/31/2019 23:00,8/1/2019 2:00,0.151,0.1687,,,,,,,,,,
8/1/2019 0:00,8/1/2019 3:00,0.143,0.1647,,,,,,,,,,
8/1/2019 1:00,8/1/2019 4:00,0.133,0.171,,,,,,,,,,
8/1/2019 2:00,8/1/2019 5:00,0.118,0.2199,,,,,,,,,,
8/1/2019 3:00,8/1/2019 6:00,0.062,0.2146,,,,,,,,,,
8/1/2019 4:00,8/1/2019 7:00,0.04,0.2023,,,,,,,,,,
8/1/2019 5:00,8/1/2019 8:00,0.066,0.1946,,,,,,,,,,
8/1/2019 6:00,8/1/2019 9:00,0.094,0.1989,,,,,,,,,,
8/1/2019 7:00,8/1/2019 10:00,0.106,0.1817,,,,,,,,,,
8/1/2019 8:00,8/1/2019 11:00,0.114,0.1569,,,,,,,,,,
8/1/2019 9:00,8/1/2019 12:00,0.125,0.1339,,,,,,,,,,
8/1/2019 10:00,8/1/2019 13:00,0.142,0.122,,,,,,,,,,
8/1/2019 11:00,8/1/2019 14:00,0.168,0.1245,,,,,,,,,,
8/1/2019 12:00,8/1/2019 15:00,0.186,0.1357,,,,,,,,,,
8/1/2019 13:00,8/1/2019 16:00,0.178,0.1416,,,,,,,,,,
8/1/2019 14:00,8/1/2019 17:00,0.154,0.1395,,,,,,,,,,
8/1/2019 15:00,8/1/2019 18:00,0.124,0.1137,,,,,,,,,,
8/1/2019 16:00,8/1/2019 19:00,0.128,0.0866,,,,,,,,,,
8/1/2019 17:00,8/1/2019 20:00,0.176,0.0857,,,,,,,,,,
8/1/2019 18:00,8/1/2019 21:00,0.24,0.095,,,,,,,,,,
8/1/2019 19:00,8/1/2019 22:00,0.258,0.1068,,,,,,,,,,
8/1/2019 20:00,8/1/2019 23:00,0.272,0.1017,,,,,,,,,,
8/1/2019 21:00,8/2/2019 0:00,0.264,0.0983,,,,,,,,,,
8/1/2019 22:00,8/2/2019 1:00,0.249,0.1127,,,,,,,,,,
8/1/2019 23:00,8/2/2019 2:00,0.253,0.1314,,,,,,,,,,
8/2/2019 0:00,8/2/2019 3:00,0.238,0.1397,,,,,,,,,,
8/2/2019 1:00,8/2/2019 4:00,0.234,0.1454,,,,,,,,,,
8/2/2019 2:00,8/2/2019 5:00,0.18,0.1598,,,,,,,,,,
8/2/2019 3:00,8/2/2019 6:00,0.159,0.1797,,,,,,,,,,
8/2/2019 4:00,8/2/2019 7:00,0.224,0.1964,,,,,,,,,,
8/2/2019 5:00,8/2/2019 8:00,0.305,0.2116,,,,,,,,,,
8/2/2019 6:00,8/2/2019 9:00,0.358,0.2141,,,,,,,,,,
8/2/2019 7:00,8/2/2019 10:00,0.387,0.2163,,,,,,,,,,
8/2/2019 8:00,8/2/2019 11:00,0.395,0.2385,,,,,,,,,,
8/2/2019 9:00,8/2/2019 12:00,0.378,0.2737,,,,,,,,,,
8/2/2019 10:00,8/2/2019 13:00,0.354,0.3169,,,,,,,,,,
8/2/2019 11:00,8/2/2019 14:00,0.334,0.3228,,,,,,,,,,
8/2/2019 12:00,8/2/2019 15:00,0.328,0.3108,,,,,,,,,,
8/2/2019 13:00,8/2/2019 16:00,0.314,0.3328,,,,,,,,,,
8/2/2019 14:00,8/2/2019 17:00,0.308,0.3674,,,,,,,,,,
8/2/2019 15:00,8/2/2019 18:00,0.277,0.3663,,,,,,,,,,
8/2/2019 16:00,8/2/2019 19:00,0.224,0.3491,,,,,,,,,,
8/2/2019 17:00,8/2/2019 20:00,0.214,0.3306,,,,,,,,,,
8/2/2019 18:00,8/2/2019 21:00,0.231,0.3355,,,,,,,,,,
8/2/2019 19:00,8/2/2019 22:00,0.245,0.3626,,,,,,,,,,
8/2/2019 20:00,8/2/2019 23:00,0.213,0.3404,,,,,,,,,,
8/2/2019 21:00,8/3/2019 0:00,0.2,0.3159,,,,,,,,,,
8/2/2019 22:00,8/3/2019 1:00,0.193,0.3035,,,,,,,,,,
8/2/2019 23:00,8/3/2019 2:00,0.175,0.2818,,,,,,,,,,
8/3/2019 0:00,8/3/2019 3:00,0.156,0.2715,,,,,,,,,,
8/3/2019 1:00,8/3/2019 4:00,0.125,0.2603,,,,,,,,,,
8/3/2019 2:00,8/3/2019 5:00,0.099,0.241,,,,,,,,,,
8/3/2019 3:00,8/3/2019 6:00,0.073,0.2188,,,,,,,,,,
8/3/2019 4:00,8/3/2019 7:00,0.091,0.2496,,,,,,,,,,
8/3/2019 5:00,8/3/2019 8:00,0.118,0.2932,,,,,,,,,,
8/3/2019 6:00,8/3/2019 9:00,0.152,0.3099,,,,,,,,,,
8/3/2019 7:00,8/3/2019 10:00,0.179,0.2864,,,,,,,,,,
8/3/2019 8:00,8/3/2019 11:00,0.179,0.2606,,,,,,,,,,
8/3/2019 9:00,8/3/2019 12:00,0.184,0.2371,,,,,,,,,,
8/3/2019 10:00,8/3/2019 13:00,0.192,0.2182,,,,,,,,,,
8/3/2019 11:00,8/3/2019 14:00,0.197,0.2097,,,,,,,,,,
8/3/2019 12:00,8/3/2019 15:00,0.199,0.2091,,,,,,,,,,
8/3/2019 13:00,8/3/2019 16:00,0.202,0.2112,,,,,,,,,,
8/3/2019 14:00,8/3/2019 17:00,0.207,0.2169,,,,,,,,,,
8/3/2019 15:00,8/3/2019 18:00,0.195,0.2216,,,,,,,,,,
8/3/2019 16:00,8/3/2019 19:00,0.16,0.2193,,,,,,,,,,
8/3/2019 17:00,8/3/2019 20:00,0.17,0.2303,,,,,,,,,,
8/3/2019 18:00,8/3/2019 21:00,0.259,0.2647,,,,,,,,,,
8/3/2019 19:00,8/3/2019 22:00,0.339,0.2979,,,,,,,,,,
8/3/2019 20:00,8/3/2019 23:00,0.329,0.3048,,,,,,,,,,
8/3/2019 21:00,8/4/2019 0:00,0.316,0.2892,,,,,,,,,,
8/3/2019 22:00,8/4/2019 1:00,0.303,0.2719,,,,,,,,,,
8/3/2019 23:00,8/4/2019 2:00,0.294,0.2346,,,,,,,,,,
8/4/2019 0:00,8/4/2019 3:00,0.249,0.2186,,,,,,,,,,
8/4/2019 1:00,8/4/2019 4:00,0.21,0.2016,,,,,,,,,,
8/4/2019 2:00,8/4/2019 5:00,0.154,0.2049,,,,,,,,,,
8/4/2019 3:00,8/4/2019 6:00,0.123,0.175,,,,,,,,,,
8/4/2019 4:00,8/4/2019 7:00,0.159,0.1881,,,,,,,,,,
8/4/2019 5:00,8/4/2019 8:00,0.27,0.228,,,,,,,,,,
8/4/2019 6:00,8/4/2019 9:00,0.328,0.2431,,,,,,,,,,
8/4/2019 7:00,8/4/2019 10:00,0.364,0.238,,,,,,,,,,
8/4/2019 8:00,8/4/2019 11:00,0.386,0.2335,,,,,,,,,,
8/4/2019 9:00,8/4/2019 12:00,0.402,0.2397,,,,,,,,,,
8/4/2019 10:00,8/4/2019 13:00,0.428,0.2515,,,,,,,,,,
8/4/2019 11:00,8/4/2019 14:00,0.453,0.2582,,,,,,,,,,
8/4/2019 12:00,8/4/2019 15:00,0.472,0.2607,,,,,,,,,,
8/4/2019 13:00,8/4/2019 16:00,0.484,0.2665,,,,,,,,,,
8/4/2019 14:00,8/4/2019 17:00,0.46,0.2594,,,,,,,,,,
8/4/2019 15:00,8/4/2019 18:00,0.345,0.2537,,,,,,,,,,
8/4/2019 16:00,8/4/2019 19:00,0.31,0.2532,,,,,,,,,,
8/4/2019 17:00,8/4/2019 20:00,0.334,0.2546,,,,,,,,,,
8/4/2019 18:00,8/4/2019 21:00,0.343,0.2911,,,,,,,,,,
8/4/2019 19:00,8/4/2019 22:00,0.317,0.32,,,,,,,,,,
8/4/2019 20:00,8/4/2019 23:00,0.249,0.3074,,,,,,,,,,
8/4/2019 21:00,8/5/2019 0:00,0.22,0.2937,,,,,,,,,,
8/4/2019 22:00,8/5/2019 1:00,0.217,0.2712,,,,,,,,,,
8/4/2019 23:00,8/5/2019 2:00,0.202,0.2671,,,,,,,,,,
8/5/2019 0:00,8/5/2019 3:00,0.179,0.2562,,,,,,,,,,
8/5/2019 1:00,8/5/2019 4:00,0.161,0.2657,,,,,,,,,,
8/5/2019 2:00,8/5/2019 5:00,0.137,0.2684,,,,,,,,,,
8/5/2019 3:00,8/5/2019 6:00,0.133,0.2749,,,,,,,,,,
8/5/2019 4:00,8/5/2019 7:00,0.183,0.2363,,,,,,,,,,
8/5/2019 5:00,8/5/2019 8:00,0.257,0.2477,,,,,,,,,,
8/5/2019 6:00,8/5/2019 9:00,0.32,0.2482,,,,,,,,,,
8/5/2019 7:00,8/5/2019 10:00,0.362,0.2369,,,,,,,,,,
8/5/2019 8:00,8/5/2019 11:00,0.387,0.2264,,,,,,,,,,
8/5/2019 9:00,8/5/2019 12:00,0.402,0.2336,,,,,,,,,,
8/5/2019 10:00,8/5/2019 13:00,0.408,0.2424,,,,,,,,,,
8/5/2019 11:00,8/5/2019 14:00,0.41,0.2411,,,,,,,,,,
8/5/2019 12:00,8/5/2019 15:00,0.402,0.2185,,,,,,,,,,
8/5/2019 13:00,8/5/2019 16:00,0.391,0.1842,,,,,,,,,,
8/5/2019 14:00,8/5/2019 17:00,0.366,0.1436,,,,,,,,,,
8/5/2019 15:00,8/5/2019 18:00,0.302,0.0884,,,,,,,,,,
8/5/2019 16:00,8/5/2019 19:00,0.233,0.0439,,,,,,,,,,
8/5/2019 17:00,8/5/2019 20:00,0.23,0.0359,,,,,,,,,,
8/5/2019 18:00,8/5/2019 21:00,0.241,0.0483,,,,,,,,,,
8/5/2019 19:00,8/5/2019 22:00,0.224,0.0451,,,,,,,,,,
8/5/2019 20:00,8/5/2019 23:00,0.199,0.0328,,,,,,,,,,
8/5/2019 21:00,8/6/2019 0:00,0.207,0.0211,,,,,,,,,,
8/5/2019 22:00,8/6/2019 1:00,0.207,0.0153,,,,,,,,,,
8/5/2019 23:00,8/6/2019 2:00,0.195,0.0304,,,,,,,,,,
8/6/2019 0:00,8/6/2019 3:00,0.2,0.0728,,,,,,,,,,
8/6/2019 1:00,8/6/2019 4:00,0.194,0.1421,,,,,,,,,,
8/6/2019 2:00,8/6/2019 5:00,0.124,0.2085,,,,,,,,,,
8/6/2019 3:00,8/6/2019 6:00,0.063,0.1758,,,,,,,,,,
8/6/2019 4:00,8/6/2019 7:00,0.053,0.1158,,,,,,,,,,
8/6/2019 5:00,8/6/2019 8:00,0.08,0.1181,,,,,,,,,,
8/6/2019 6:00,8/6/2019 9:00,0.096,0.124,,,,,,,,,,
8/6/2019 7:00,8/6/2019 10:00,0.101,0.1318,,,,,,,,,,
8/6/2019 8:00,8/6/2019 11:00,0.104,0.1257,,,,,,,,,,
8/6/2019 9:00,8/6/2019 12:00,0.104,0.1037,,,,,,,,,,
8/6/2019 10:00,8/6/2019 13:00,0.096,0.081,,,,,,,,,,
8/6/2019 11:00,8/6/2019 14:00,0.085,0.0577,,,,,,,,,,
8/6/2019 12:00,8/6/2019 15:00,0.074,0.0402,,,,,,,,,,
8/6/2019 13:00,8/6/2019 16:00,0.066,0.0299,,,,,,,,,,
8/6/2019 14:00,8/6/2019 17:00,0.052,0.0239,,,,,,,,,,
8/6/2019 15:00,8/6/2019 18:00,0.042,0.0225,,,,,,,,,,
8/6/2019 16:00,8/6/2019 19:00,0.044,0.0315,,,,,,,,,,
8/6/2019 17:00,8/6/2019 20:00,0.038,0.0631,,,,,,,,,,
8/6/2019 18:00,8/6/2019 21:00,0.038,0.1085,,,,,,,,,,
8/6/2019 19:00,8/6/2019 22:00,0.032,0.1349,,,,,,,,,,
8/6/2019 20:00,8/6/2019 23:00,0.021,0.1208,,,,,,,,,,
8/6/2019 21:00,8/7/2019 0:00,0.014,0.1308,,,,,,,,,,
8/6/2019 22:00,8/7/2019 1:00,0.011,0.1319,,,,,,,,,,
8/6/2019 23:00,8/7/2019 2:00,0.01,0.1291,,,,,,,,,,
8/7/2019 0:00,8/7/2019 3:00,0.012,0.1332,,,,,,,,,,
8/7/2019 1:00,8/7/2019 4:00,0.016,0.1438,,,,,,,,,,
8/7/2019 2:00,8/7/2019 5:00,0.022,0.1366,,,,,,,,,,
8/7/2019 3:00,8/7/2019 6:00,0.027,0.1233,,,,,,,,,,
8/7/2019 4:00,8/7/2019 7:00,0.007,0.1083,,,,,,,,,,
8/7/2019 5:00,8/7/2019 8:00,0.003,0.0923,,,,,,,,,,
8/7/2019 6:00,8/7/2019 9:00,0.004,0.084,,,,,,,,,,
8/7/2019 7:00,8/7/2019 10:00,0.004,0.0938,,,,,,,,,,
8/7/2019 8:00,8/7/2019 11:00,0.003,0.0984,,,,,,,,,,
8/7/2019 9:00,8/7/2019 12:00,0.004,0.0994,,,,,,,,,,
8/7/2019 10:00,8/7/2019 13:00,0.004,0.0948,,,,,,,,,,
8/7/2019 11:00,8/7/2019 14:00,0.004,0.0874,,,,,,,,,,
8/7/2019 12:00,8/7/2019 15:00,0.003,0.0762,,,,,,,,,,
8/7/2019 13:00,8/7/2019 16:00,0.003,0.0574,,,,,,,,,,
8/7/2019 14:00,8/7/2019 17:00,0.006,0.0396,,,,,,,,,,
8/7/2019 15:00,8/7/2019 18:00,0.009,0.0302,,,,,,,,,,
8/7/2019 16:00,8/7/2019 19:00,0.012,0.0267,,,,,,,,,,
8/7/2019 17:00,8/7/2019 20:00,0.036,0.0387,,,,,,,,,,
8/7/2019 18:00,8/7/2019 21:00,0.093,0.0841,,,,,,,,,,
8/7/2019 19:00,8/7/2019 22:00,0.156,0.1479,,,,,,,,,,
8/7/2019 20:00,8/7/2019 23:00,0.206,0.2105,,,,,,,,,,
8/7/2019 21:00,8/8/2019 0:00,0.253,0.251,,,,,,,,,,
8/7/2019 22:00,8/8/2019 1:00,0.281,0.254,,,,,,,,,,
8/7/2019 23:00,8/8/2019 2:00,0.279,0.2399,,,,,,,,,,
8/8/2019 0:00,8/8/2019 3:00,0.256,0.2475,,,,,,,,,,
8/8/2019 1:00,8/8/2019 4:00,0.22,0.2498,,,,,,,,,,
8/8/2019 2:00,8/8/2019 5:00,0.198,0.2396,,,,,,,,,,
8/8/2019 3:00,8/8/2019 6:00,0.127,0.1761,,,,,,,,,,
8/8/2019 4:00,8/8/2019 7:00,0.064,0.1157,,,,,,,,,,
8/8/2019 5:00,8/8/2019 8:00,0.07,0.1005,,,,,,,,,,
8/8/2019 6:00,8/8/2019 9:00,0.111,0.1172,,,,,,,,,,
8/8/2019 7:00,8/8/2019 10:00,0.155,0.1121,,,,,,,,,,
8/8/2019 8:00,8/8/2019 11:00,0.183,0.0953,,,,,,,,,,
8/8/2019 9:00,8/8/2019 12:00,0.178,0.0775,,,,,,,,,,
8/8/2019 10:00,8/8/2019 13:00,0.153,0.0623,,,,,,,,,,
8/8/2019 11:00,8/8/2019 14:00,0.117,0.0534,,,,,,,,,,
8/8/2019 12:00,8/8/2019 15:00,0.089,0.0445,,,,,,,,,,
8/8/2019 13:00,8/8/2019 16:00,0.072,0.0322,,,,,,,,,,
8/8/2019 14:00,8/8/2019 17:00,0.069,0.0304,,,,,,,,,,
8/8/2019 15:00,8/8/2019 18:00,0.068,0.0319,,,,,,,,,,
8/8/2019 16:00,8/8/2019 19:00,0.069,0.0466,,,,,,,,,,
8/8/2019 17:00,8/8/2019 20:00,0.095,0.0853,,,,,,,,,,
8/8/2019 18:00,8/8/2019 21:00,0.122,0.135,,,,,,,,,,
8/8/2019 19:00,8/8/2019 22:00,0.125,0.1588,,,,,,,,,,
8/8/2019 20:00,8/8/2019 23:00,0.115,0.1378,,,,,,,,,,
8/8/2019 21:00,8/9/2019 0:00,0.112,0.121,,,,,,,,,,
8/8/2019 22:00,8/9/2019 1:00,0.115,0.1081,,,,,,,,,,
8/8/2019 23:00,8/9/2019 2:00,0.122,0.097,,,,,,,,,,
8/9/2019 0:00,8/9/2019 3:00,0.132,0.1001,,,,,,,,,,
8/9/2019 1:00,8/9/2019 4:00,0.139,0.1129,,,,,,,,,,
8/9/2019 2:00,8/9/2019 5:00,0.146,0.118,,,,,,,,,,
8/9/2019 3:00,8/9/2019 6:00,0.112,0.1014,,,,,,,,,,
8/9/2019 4:00,8/9/2019 7:00,0.035,0.0599,,,,,,,,,,
8/9/2019 5:00,8/9/2019 8:00,0.035,0.0479,,,,,,,,,,
8/9/2019 6:00,8/9/2019 9:00,0.039,0.0513,,,,,,,,,,
8/9/2019 7:00,8/9/2019 10:00,0.027,0.0445,,,,,,,,,,
8/9/2019 8:00,8/9/2019 11:00,0.019,0.0403,,,,,,,,,,
8/9/2019 9:00,8/9/2019 12:00,0.025,0.0519,,,,,,,,,,
8/9/2019 10:00,8/9/2019 13:00,0.048,0.0828,,,,,,,,,,
8/9/2019 11:00,8/9/2019 14:00,0.082,0.1238,,,,,,,,,,
8/9/2019 12:00,8/9/2019 15:00,0.112,0.1629,,,,,,,,,,
8/9/2019 13:00,8/9/2019 16:00,0.122,0.1849,,,,,,,,,,
8/9/2019 14:00,8/9/2019 17:00,0.112,0.1957,,,,,,,,,,
8/9/2019 15:00,8/9/2019 18:00,0.091,0.1767,,,,,,,,,,
8/9/2019 16:00,8/9/2019 19:00,0.086,0.1384,,,,,,,,,,
8/9/2019 17:00,8/9/2019 20:00,0.118,0.1491,,,,,,,,,,
8/9/2019 18:00,8/9/2019 21:00,0.145,0.1708,,,,,,,,,,
8/9/2019 19:00,8/9/2019 22:00,0.136,0.1737,,,,,,,,,,
8/9/2019 20:00,8/9/2019 23:00,0.099,0.1579,,,,,,,,,,
8/9/2019 21:00,8/10/2019 0:00,0.062,0.1267,,,,,,,,,,
8/9/2019 22:00,8/10/2019 1:00,0.035,0.0962,,,,,,,,,,
8/9/2019 23:00,8/10/2019 2:00,0.021,0.0797,,,,,,,,,,
8/10/2019 0:00,8/10/2019 3:00,0.023,0.0726,,,,,,,,,,
8/10/2019 1:00,8/10/2019 4:00,0.039,0.0765,,,,,,,,,,
8/10/2019 2:00,8/10/2019 5:00,0.064,0.0875,,,,,,,,,,
8/10/2019 3:00,8/10/2019 6:00,0.061,0.0865,,,,,,,,,,
8/10/2019 4:00,8/10/2019 7:00,0.019,0.0421,,,,,,,,,,
8/10/2019 5:00,8/10/2019 8:00,0.02,0.0186,,,,,,,,,,
8/10/2019 6:00,8/10/2019 9:00,0.013,0.026,,,,,,,,,,
8/10/2019 7:00,8/10/2019 10:00,0.005,0.034,,,,,,,,,,
8/10/2019 8:00,8/10/2019 11:00,0.002,0.0285,,,,,,,,,,
8/10/2019 9:00,8/10/2019 12:00,0.003,0.0213,,,,,,,,,,
8/10/2019 10:00,8/10/2019 13:00,0.005,0.0202,,,,,,,,,,
8/10/2019 11:00,8/10/2019 14:00,0.007,0.0229,,,,,,,,,,
8/10/2019 12:00,8/10/2019 15:00,0.013,0.0248,,,,,,,,,,
8/10/2019 13:00,8/10/2019 16:00,0.028,0.0297,,,,,,,,,,
8/10/2019 14:00,8/10/2019 17:00,0.05,0.0361,,,,,,,,,,
8/10/2019 15:00,8/10/2019 18:00,0.076,0.0468,,,,,,,,,,
8/10/2019 16:00,8/10/2019 19:00,0.128,0.0707,,,,,,,,,,
8/10/2019 17:00,8/10/2019 20:00,0.221,0.1124,,,,,,,,,,
8/10/2019 18:00,8/10/2019 21:00,0.328,0.1949,,,,,,,,,,
8/10/2019 19:00,8/10/2019 22:00,0.398,0.3009,,,,,,,,,,
8/10/2019 20:00,8/10/2019 23:00,0.347,0.348,,,,,,,,,,
8/10/2019 21:00,8/11/2019 0:00,0.291,0.3699,,,,,,,,,,
8/10/2019 22:00,8/11/2019 1:00,0.278,0.3786,,,,,,,,,,
8/10/2019 23:00,8/11/2019 2:00,0.272,0.4042,,,,,,,,,,
8/11/2019 0:00,8/11/2019 3:00,0.283,0.3997,,,,,,,,,,
8/11/2019 1:00,8/11/2019 4:00,0.273,0.4088,,,,,,,,,,
8/11/2019 2:00,8/11/2019 5:00,0.274,0.4107,,,,,,,,,,
8/11/2019 3:00,8/11/2019 6:00,0.241,0.4123,,,,,,,,,,
8/11/2019 4:00,8/11/2019 7:00,0.279,0.4172,,,,,,,,,,
8/11/2019 5:00,8/11/2019 8:00,0.296,0.448,,,,,,,,,,
8/11/2019 6:00,8/11/2019 9:00,0.323,0.4886,,,,,,,,,,
8/11/2019 7:00,8/11/2019 10:00,0.343,0.5185,,,,,,,,,,
8/11/2019 8:00,8/11/2019 11:00,0.356,0.5457,,,,,,,,,,
8/11/2019 9:00,8/11/2019 12:00,0.381,0.5499,,,,,,,,,,
8/11/2019 10:00,8/11/2019 13:00,0.398,0.5336,,,,,,,,,,
8/11/2019 11:00,8/11/2019 14:00,0.395,0.5115,,,,,,,,,,
8/11/2019 12:00,8/11/2019 15:00,0.384,0.4961,,,,,,,,,,
8/11/2019 13:00,8/11/2019 16:00,0.364,0.4508,,,,,,,,,,
8/11/2019 14:00,8/11/2019 17:00,0.358,0.3899,,,,,,,,,,
8/11/2019 15:00,8/11/2019 18:00,0.394,0.3628,,,,,,,,,,
8/11/2019 16:00,8/11/2019 19:00,0.45,0.4033,,,,,,,,,,
8/11/2019 17:00,8/11/2019 20:00,0.466,0.4233,,,,,,,,,,
8/11/2019 18:00,8/11/2019 21:00,0.476,0.4843,,,,,,,,,,
8/11/2019 19:00,8/11/2019 22:00,0.47,0.5196,,,,,,,,,,
8/11/2019 20:00,8/11/2019 23:00,0.471,0.4955,,,,,,,,,,
8/11/2019 21:00,8/12/2019 0:00,0.464,0.4893,,,,,,,,,,
8/11/2019 22:00,8/12/2019 1:00,0.437,0.4703,,,,,,,,,,
8/11/2019 23:00,8/12/2019 2:00,0.407,0.4853,,,,,,,,,,
8/12/2019 0:00,8/12/2019 3:00,0.391,0.4259,,,,,,,,,,
8/12/2019 1:00,8/12/2019 4:00,0.382,0.4313,,,,,,,,,,
8/12/2019 2:00,8/12/2019 5:00,0.367,0.4192,,,,,,,,,,
8/12/2019 3:00,8/12/2019 6:00,0.32,0.3839,,,,,,,,,,
